Monaco,MCO,2014,899
United States,USA,2014,797
Liechtenstein,LIE,2014,750
Iceland,ISL,2014,745
Luxembourg,LUX,2014,739
Australia,AUS,2014,717
New Zealand,NZL,2014,712
Malta,MLT,2014,693
Italy,ITA,2014,679
Guam,GUM,2014,677
Puerto Rico,PRI,2014,635
Greece,GRC,2014,624
Finland,FIN,2014,612
Canada,CAN,2014,607
Spain,ESP,2014,593
Japan,JPN,2014,591
Norway,NOR,2014,584
Austria,AUT,2014,578
France,FRA,2014,578
